1	0	2	0	-2
1	1	2	0	-2
1	2	0	0	-2
1	3	1	0	-2
1	4	2	0	-2
1	5	1	0	-2
1	6	3	0	-2
1	7	3	0	-2
1	8	1	2	-1
1	9	2	0	-2
1	10	2	0	-2
1	11	1	0	-2
1	12	0	1	-1
1	13	2	0	-2
1	14	1	1	-1
1	15	0	1	19
1	16	1	0	-2
1	17	2	0	-2
1	18	1	0	-2
1	19	2	0	-2
1	20	1	0	-2
1	21	2	1	-1
1	22	0	1	-1
1	23	1	0	-2
1	24	1	0	-2
1	25	1	1	19
1	26	0	0	-2
1	27	0	0	-2
1	28	4	1	-1
1	29	2	0	-2
1	30	2	1	-1
1	31	3	0	-2
1	32	3	0	-2
1	33	2	0	-2
1	34	2	0	-2
1	35	1	0	-2
1	36	0	1	19
1	37	3	1	-1
1	38	4	0	-2
1	39	3	0	-2
1	40	1	0	-2
1	41	1	0	-2
1	42	1	0	-2
1	43	0	0	-2
1	44	2	0	-2
1	45	1	0	-2
1	46	1	0	-2
1	47	0	1	-1
1	48	3	0	19
1	49	3	0	-2
1	50	0	0	-2
1	51	2	0	-2
1	52	4	0	-2
1	53	1	0	-2
1	54	2	0	-2
1	55	2	0	-2
1	56	3	0	-2
1	57	1	0	-2
1	58	2	0	-2
1	59	2	0	-2
1	60	1	0	-2
1	61	0	1	-1
1	62	4	0	-2
1	63	0	0	-2
1	64	0	0	-2
1	65	2	0	-2
1	66	2	0	-2
1	67	2	0	-2
1	68	0	0	-2
1	69	2	0	-2
1	70	3	1	-1
1	71	1	0	-2
1	72	1	0	-2
1	73	3	1	-1
1	74	1	0	-2
1	75	0	0	-2
1	76	2	0	-2
1	77	1	0	-2
1	78	0	0	-2
1	79	3	0	-2
1	80	3	1	19
1	81	3	0	-2
1	82	0	0	-2
1	83	3	0	-2
1	84	1	0	-2
1	85	2	0	-2
1	86	5	0	19
1	87	1	1	-1
1	88	1	0	-2
1	89	2	0	-2
1	90	2	0	-2
1	91	0	1	-1
1	92	2	0	-2
1	93	1	0	-2
1	94	4	0	-2
1	95	2	0	-2
1	96	3	0	-2
1	97	2	0	-2
1	98	2	0	-2
1	99	4	0	-2
1	100	1	0	-2
1	101	3	0	19
1	102	2	0	-2
1	103	1	0	-2
1	104	3	0	-2
1	105	3	0	-2
1	106	0	0	-2
1	107	2	0	-2
1	108	2	0	-2
1	109	1	1	-1
1	110	0	0	-2
1	111	5	0	-2
1	112	3	1	19
1	113	1	0	-2
1	114	1	1	-1
1	115	3	0	-2
1	116	1	0	-2
1	117	1	0	-2
1	118	2	1	19
1	119	2	0	-2
1	120	2	0	-2
1	121	1	0	-2
1	122	2	1	-1
1	123	4	0	-2
